GeneID	Gene	GeneAliases	GeneType	GeneDescription	Pathways	Diseases
8842	PROM1	AC133|CD133|CORD12|MCDR2|MSTP061|PROML1|RP41|STGD4	protein-coding	prominin 1	hsa05202[Transcriptional misregulation in cancer]	hsa05202[Transcriptional misregulation in cancer]
8843	HCAR3	GPR109B|HCA3|HM74|PUMAG|Puma-g	protein-coding	hydroxycarboxylic acid receptor 3	hsa04024[cAMP signaling pathway]	.
8844	KSR1	KSR|RSU2	protein-coding	kinase suppressor of ras 1	hsa04014[Ras signaling pathway]&hsa04625[C-type lectin receptor signaling pathway]&hsa05152[Tuberculosis]	hsa05152[Tuberculosis]
885	CCK	.	protein-coding	cholecystokinin	hsa04080[Neuroactive ligand-receptor interaction]&hsa04911[Insulin secretion]&hsa04972[Pancreatic secretion]	.
8850	KAT2B	CAF|P/CAF|PCAF	protein-coding	lysine acetyltransferase 2B	hsa04330[Notch signaling pathway]&hsa04919[Thyroid hormone signaling pathway]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05203[Viral carcinogenesis]	hsa05166[Human T-cell leukemia virus 1 infection]&hsa05203[Viral carcinogenesis]
8851	CDK5R1	CDK5P35|CDK5R|NCK5A|p23|p25|p35|p35nck5a	protein-coding	cyclin dependent kinase 5 regulatory subunit 1	hsa05010[Alzheimer disease]&hsa05030[Cocaine addiction]	hsa05010[Alzheimer disease]&hsa05030[Cocaine addiction]
8853	ASAP2	AMAP2|CENTB3|DDEF2|PAG3|PAP|Pap-alpha|SHAG1	protein-coding	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	hsa04144[Endocytosis]&hsa04666[Fc gamma R-mediated phagocytosis]	.
8854	ALDH1A2	RALDH(II)|RALDH2|RALDH2-T	protein-coding	aldehyde dehydrogenase 1 family member A2	hsa00830[Retinol metabolism]&hsa01100[Metabolic pathways]	.
886	CCKAR	CCK-A|CCK1-R|CCK1R|CCKRA	protein-coding	cholecystokinin A receptor	hsa04020[Calcium signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04911[Insulin secretion]&hsa04972[Pancreatic secretion]	.
8861	LDB1	CLIM-2|CLIM2|LDB-1|NLI	protein-coding	LIM domain binding 1	hsa05202[Transcriptional misregulation in cancer]	hsa05202[Transcriptional misregulation in cancer]
8862	APLN	APEL|XNPEP2	protein-coding	apelin	hsa04080[Neuroactive ligand-receptor interaction]&hsa04371[Apelin signaling pathway]	.
8863	PER3	FASPS3|GIG13	protein-coding	period circadian regulator 3	hsa04710[Circadian rhythm]&hsa04713[Circadian entrainment]	.
8864	PER2	FASPS|FASPS1	protein-coding	period circadian regulator 2	hsa04710[Circadian rhythm]&hsa04713[Circadian entrainment]&hsa05202[Transcriptional misregulation in cancer]&hsa05221[Acute myeloid leukemia]	hsa05202[Transcriptional misregulation in cancer]&hsa05221[Acute myeloid leukemia]
8867	SYNJ1	EIEE53|INPP5G|PARK20	protein-coding	synaptojanin 1	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]	.
8869	ST3GAL5	SATI|SIAT9|SIATGM3S|SPDRS|ST3Gal V|ST3GalV	protein-coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	hsa00604[Glycosphingolipid biosynthesis - ganglio series]&hsa01100[Metabolic pathways]	.
887	CCKBR	CCK-B|CCK2R|GASR	protein-coding	cholecystokinin B receptor	hsa04020[Calcium signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04971[Gastric acid secretion]	.
8871	SYNJ2	INPP5H	protein-coding	synaptojanin 2	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]	.
8874	ARHGEF7	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	protein-coding	Rho guanine nucleotide exchange factor 7	hsa04810[Regulation of actin cytoskeleton]&hsa05135[Yersinia infection]	hsa05135[Yersinia infection]
8875	VNN2	FOAP-4|GPI-80	protein-coding	vanin 2	hsa00770[Pantothenate and CoA biosynthesis]	.
8876	VNN1	HDLCQ8|Tiff66	protein-coding	vanin 1	hsa00770[Pantothenate and CoA biosynthesis]	.
8877	SPHK1	SPHK	protein-coding	sphingosine kinase 1	hsa00600[Sphingolipid metabolism]&hsa01100[Metabolic pathways]&hsa04020[Calcium signaling pathway]&hsa04071[Sphingolipid signaling pathway]&hsa04072[Phospholipase D signaling pathway]&hsa04370[VEGF signaling pathway]&hsa04371[Apelin signaling pathway]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa05152[Tuberculosis]	hsa05152[Tuberculosis]
8878	SQSTM1	A170|DMRV|FTDALS3|NADGP|OSIL|PDB3|ZIP3|p60|p62|p62B	protein-coding	sequestosome 1	hsa04137[Mitophagy - animal]&hsa04140[Autophagy - animal]&hsa04217[Necroptosis]&hsa04218[Cellular senescence]&hsa04380[Osteoclast differentiation]&hsa05131[Shigellosis]&hsa05418[Fluid shear stress and atherosclerosis]	hsa05131[Shigellosis]&hsa05418[Fluid shear stress and atherosclerosis]
8879	SGPL1	NPHS14|S1PL|SPL	protein-coding	sphingosine-1-phosphate lyase 1	hsa00600[Sphingolipid metabolism]&hsa01100[Metabolic pathways]&hsa04071[Sphingolipid signaling pathway]	.
8881	CDC16	ANAPC6|APC6|CDC16Hs|CUT9	protein-coding	cell division cycle 16	hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]&hsa04120[Ubiquitin mediated proteolysis]&hsa04914[Progesterone-mediated oocyte maturation]&hsa05166[Human T-cell leukemia virus 1 infection]	hsa05166[Human T-cell leukemia virus 1 infection]
8883	NAE1	A-116A10.1|APPBP1|HPP1|ula-1	protein-coding	NEDD8 activating enzyme E1 subunit 1	hsa05010[Alzheimer disease]	hsa05010[Alzheimer disease]
8884	SLC5A6	SMVT	protein-coding	solute carrier family 5 member 6	hsa04977[Vitamin digestion and absorption]	.
8887	TAX1BP1	CALCOCO3|T6BP|TXBP151	protein-coding	Tax1 binding protein 1	hsa04137[Mitophagy - animal]	.
889	KRIT1	CAM|CCM1	protein-coding	KRIT1 ankyrin repeat containing	hsa04015[Rap1 signaling pathway]	.
8890	EIF2B4	EIF-2B|EIF2B|EIF2Bdelta	protein-coding	eukaryotic translation initiation factor 2B subunit delta	hsa03013[RNA transport]&hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
8891	EIF2B3	EIF-2B|EIF2Bgamma	protein-coding	eukaryotic translation initiation factor 2B subunit gamma	hsa03013[RNA transport]&hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
8892	EIF2B2	EIF-2Bbeta|EIF2B	protein-coding	eukaryotic translation initiation factor 2B subunit beta	hsa03013[RNA transport]&hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
8893	EIF2B5	CACH|CLE|EIF-2B|EIF2Bepsilon|LVWM	protein-coding	eukaryotic translation initiation factor 2B subunit epsilon	hsa03013[RNA transport]&hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
8894	EIF2S2	EIF2|EIF2B|EIF2beta|PPP1R67|eIF-2-beta	protein-coding	eukaryotic translation initiation factor 2 subunit beta	hsa03013[RNA transport]	.
8896	BUD31	Cwc14|EDG-2|EDG2|G10|YCR063W|fSAP17	protein-coding	BUD31 homolog	hsa03040[Spliceosome]	.
8897	MTMR3	FYVE-DSP1|ZFYVE10	protein-coding	myotubularin related protein 3	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]&hsa04140[Autophagy - animal]	.
8898	MTMR2	CMT4B|CMT4B1	protein-coding	myotubularin related protein 2	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04070[Phosphatidylinositol signaling system]	.
89	ACTN3	ACTN3D	protein-coding	actinin alpha 3	hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]	hsa05412[Arrhythmogenic right ventricular cardiomyopathy (ARVC)]
890	CCNA2	CCN1|CCNA	protein-coding	cyclin A2	hsa04110[Cell cycle]&hsa04152[AMPK signaling pathway]&hsa04218[Cellular senescence]&hsa04914[Progesterone-mediated oocyte maturation]&hsa05161[Hepatitis B]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05221[Acute myeloid leukemia]	hsa05161[Hepatitis B]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05221[Acute myeloid leukemia]
8900	CCNA1	CT146	protein-coding	cyclin A1	hsa04110[Cell cycle]&hsa04152[AMPK signaling pathway]&hsa04218[Cellular senescence]&hsa04914[Progesterone-mediated oocyte maturation]&hsa05161[Hepatitis B]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05221[Acute myeloid leukemia]	hsa05161[Hepatitis B]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05221[Acute myeloid leukemia]
8905	AP1S2	DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B	protein-coding	adaptor related protein complex 1 subunit sigma 2	hsa04142[Lysosome]&hsa05170[Human immunodeficiency virus 1 infection]	hsa05170[Human immunodeficiency virus 1 infection]
8906	AP1G2	G2AD	protein-coding	adaptor related protein complex 1 subunit gamma 2	hsa04142[Lysosome]&hsa05170[Human immunodeficiency virus 1 infection]	hsa05170[Human immunodeficiency virus 1 infection]
8907	AP1M1	AP47|CLAPM2|CLTNM|MU-1A	protein-coding	adaptor related protein complex 1 subunit mu 1	hsa04142[Lysosome]&hsa05170[Human immunodeficiency virus 1 infection]	hsa05170[Human immunodeficiency virus 1 infection]
8908	GYG2	GN-2|GN2	protein-coding	glycogenin 2	hsa00500[Starch and sucrose metabolism]&hsa01100[Metabolic pathways]	.
891	CCNB1	CCNB	protein-coding	cyclin B1	hsa04068[FoxO signaling pathway]&hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]&hsa04115[p53 signaling pathway]&hsa04218[Cellular senescence]&hsa04914[Progesterone-mediated oocyte maturation]&hsa05170[Human immunodeficiency virus 1 infection]	hsa05170[Human immunodeficiency virus 1 infection]
8911	CACNA1I	Cav3.3|ca(v)3.3	protein-coding	calcium voltage-gated channel subunit alpha1 I	hsa04010[MAPK signaling pathway]&hsa04020[Calcium signaling pathway]&hsa04713[Circadian entrainment]&hsa04925[Aldosterone synthesis and secretion]&hsa04927[Cortisol synthesis and secretion]&hsa04929[GnRH secretion]&hsa04934[Cushing syndrome]	hsa04934[Cushing syndrome]
8912	CACNA1H	CACNA1HB|Cav3.2|ECA6|EIG6|HALD4	protein-coding	calcium voltage-gated channel subunit alpha1 H	hsa04010[MAPK signaling pathway]&hsa04020[Calcium signaling pathway]&hsa04713[Circadian entrainment]&hsa04925[Aldosterone synthesis and secretion]&hsa04927[Cortisol synthesis and secretion]&hsa04929[GnRH secretion]&hsa04934[Cushing syndrome]	hsa04934[Cushing syndrome]
8913	CACNA1G	Ca(V)T.1|Cav3.1|NBR13|SCA42|SCA42ND	protein-coding	calcium voltage-gated channel subunit alpha1 G	hsa04010[MAPK signaling pathway]&hsa04020[Calcium signaling pathway]&hsa04713[Circadian entrainment]&hsa04925[Aldosterone synthesis and secretion]&hsa04927[Cortisol synthesis and secretion]&hsa04929[GnRH secretion]&hsa04930[Type II diabetes mellitus]&hsa04934[Cushing syndrome]	hsa04930[Type II diabetes mellitus]&hsa04934[Cushing syndrome]
8915	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	protein-coding	BCL10 immune signaling adaptor	hsa04064[NF-kappa B signaling pathway]&hsa04625[C-type lectin receptor signaling pathway]&hsa04660[T cell receptor signaling pathway]&hsa04662[B cell receptor signaling pathway]&hsa05131[Shigellosis]&hsa05152[Tuberculosis]	hsa05131[Shigellosis]&hsa05152[Tuberculosis]
8916	HERC3	.	protein-coding	HECT and RLD domain containing E3 ubiquitin protein ligase 3	hsa04120[Ubiquitin mediated proteolysis]	.
8924	HERC2	D15F37S1|MRT38|SHEP1|jdf2|p528	protein-coding	HECT and RLD domain containing E3 ubiquitin protein ligase 2	hsa04120[Ubiquitin mediated proteolysis]	.
8925	HERC1	MDFPMR|p532|p619	protein-coding	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	hsa04120[Ubiquitin mediated proteolysis]	.
8930	MBD4	MED1	protein-coding	methyl-CpG binding domain 4, DNA glycosylase	hsa03410[Base excision repair]	.
8935	SKAP2	PRAP|RA70|SAPS|SCAP2|SKAP-HOM|SKAP55R	protein-coding	src kinase associated phosphoprotein 2	hsa05135[Yersinia infection]	hsa05135[Yersinia infection]
8936	WASF1	NEDALVS|SCAR1|WAVE|WAVE1	protein-coding	WASP family member 1	hsa04520[Adherens junction]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05231[Choline metabolism in cancer]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05231[Choline metabolism in cancer]
8938	BAIAP3	BAP3	protein-coding	BAI1 associated protein 3	hsa05202[Transcriptional misregulation in cancer]	hsa05202[Transcriptional misregulation in cancer]
894	CCND2	KIAK0002|MPPH3	protein-coding	cyclin D2	hsa04068[FoxO signaling pathway]&hsa04110[Cell cycle]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04310[Wnt signaling pathway]&hsa04340[Hedgehog signaling pathway]&hsa04390[Hippo signaling pathway]&hsa04510[Focal adhesion]&hsa04630[Jak-STAT signaling pathway]&hsa04917[Prolactin signaling pathway]&hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]	hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]
8940	TOP3B	TOP3B1	protein-coding	DNA topoisomerase III beta	hsa03440[Homologous recombination]&hsa03460[Fanconi anemia pathway]	.
8942	KYNU	KYNUU|VCRL2	protein-coding	kynureninase	hsa00380[Tryptophan metabolism]&hsa01100[Metabolic pathways]	.
8943	AP3D1	ADTD|HPS10|hBLVR	protein-coding	adaptor related protein complex 3 subunit delta 1	hsa04142[Lysosome]	.
8945	BTRC	BETA-TRCP|FBW1A|FBXW1|FBXW1A|FWD1|bTrCP|bTrCP1|betaTrCP	protein-coding	beta-transducin repeat containing E3 ubiquitin protein ligase	hsa04114[Oocyte meiosis]&hsa04120[Ubiquitin mediated proteolysis]&hsa04218[Cellular senescence]&hsa04310[Wnt signaling pathway]&hsa04340[Hedgehog signaling pathway]&hsa04390[Hippo signaling pathway]&hsa04710[Circadian rhythm]&hsa05131[Shigellosis]&hsa05170[Human immunodeficiency virus 1 infection]	hsa05131[Shigellosis]&hsa05170[Human immunodeficiency virus 1 infection]
896	CCND3	.	protein-coding	cyclin D3	hsa04110[Cell cycle]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04310[Wnt signaling pathway]&hsa04390[Hippo signaling pathway]&hsa04510[Focal adhesion]&hsa04630[Jak-STAT signaling pathway]&hsa05162[Measles]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]	hsa05162[Measles]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]
8968	H3C7	H3/i|H3C1|H3C10|H3C11|H3C12|H3C2|H3C3|H3C4|H3C6|H3C8|H3FI|HIST1H3F	protein-coding	H3 clustered histone 7	hsa05034[Alcoholism]&hsa05131[Shigellosis]&hsa05202[Transcriptional misregulation in cancer]&hsa05322[Systemic lupus erythematosus]	hsa05034[Alcoholism]&hsa05131[Shigellosis]&hsa05202[Transcriptional misregulation in cancer]&hsa05322[Systemic lupus erythematosus]
8969	H2AC11	H2A.1b|H2A/p|H2AC13|H2AC15|H2AC16|H2AC17|H2AFP|H2AG|HIST1H2AG|pH2A/f	protein-coding	H2A clustered histone 11	hsa04217[Necroptosis]&hsa05034[Alcoholism]&hsa05322[Systemic lupus erythematosus]	hsa05034[Alcoholism]&hsa05322[Systemic lupus erythematosus]
8970	H2BC11	H2B/r|H2BFR|H2BJ|HIST1H2BJ	protein-coding	H2B clustered histone 11	hsa05034[Alcoholism]&hsa05203[Viral carcinogenesis]&hsa05322[Systemic lupus erythematosus]	hsa05034[Alcoholism]&hsa05203[Viral carcinogenesis]&hsa05322[Systemic lupus erythematosus]
8972	MGAM	MG|MGA	protein-coding	maltase-glucoamylase	hsa00052[Galactose metabolism]&hsa00500[Starch and sucrose metabolism]&hsa01100[Metabolic pathways]&hsa04973[Carbohydrate digestion and absorption]	.
8973	CHRNA6	CHNRA6	protein-coding	cholinergic receptor nicotinic alpha 6 subunit	hsa04080[Neuroactive ligand-receptor interaction]&hsa04725[Cholinergic synapse]&hsa05033[Nicotine addiction]	hsa05033[Nicotine addiction]
8974	P4HA2	MYP25	protein-coding	prolyl 4-hydroxylase subunit alpha 2	hsa00330[Arginine and proline metabolism]&hsa01100[Metabolic pathways]	.
8976	WASL	N-WASP|NWASP|WASPB	protein-coding	WASP like actin nucleation promoting factor	hsa04144[Endocytosis]&hsa04520[Adherens junction]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]&hsa05135[Yersinia infection]
89780	WNT3A	.	protein-coding	Wnt family member 3A	hsa04150[mTOR signaling pathway]&hsa04310[Wnt signaling pathway]&hsa04390[Hippo signaling pathway]&hsa04550[Signaling pathways regulating pluripotency of stem cells]&hsa04916[Melanogenesis]&hsa04934[Cushing syndrome]&hsa05010[Alzheimer disease]&hsa05165[Human papillomavirus infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]&hsa05206[MicroRNAs in cancer]&hsa05217[Basal cell carcinoma]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]	hsa04934[Cushing syndrome]&hsa05010[Alzheimer disease]&hsa05165[Human papillomavirus infection]&hsa05200[Pathways in cancer]&hsa05205[Proteoglycans in cancer]&hsa05206[MicroRNAs in cancer]&hsa05217[Basal cell carcinoma]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]
898	CCNE1	CCNE|pCCNE1	protein-coding	cyclin E1	hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04934[Cushing syndrome]&hsa05161[Hepatitis B]&hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]&hsa05215[Prostate cancer]&hsa05222[Small cell lung cancer]&hsa05226[Gastric cancer]	hsa04934[Cushing syndrome]&hsa05161[Hepatitis B]&hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]&hsa05215[Prostate cancer]&hsa05222[Small cell lung cancer]&hsa05226[Gastric cancer]
89801	PPP1R3F	HB2E|LL0XNC01-7P3.1|R3F	protein-coding	protein phosphatase 1 regulatory subunit 3F	hsa04910[Insulin signaling pathway]	.
89845	ABCC10	EST182763|MRP7|SIMRP7	protein-coding	ATP binding cassette subfamily C member 10	hsa02010[ABC transporters]	.
89846	FGD3	ZFYVE5	protein-coding	FYVE, RhoGEF and PH domain containing 3	hsa04810[Regulation of actin cytoskeleton]	.
89849	ATG16L2	ATG16B|WDR80	protein-coding	autophagy related 16 like 2	hsa04140[Autophagy - animal]	.
8985	PLOD3	LH3	protein-coding	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	hsa00310[Lysine degradation]&hsa00514[Other types of O-glycan biosynthesis]&hsa01100[Metabolic pathways]	.
89853	MVB12B	C9orf28|FAM125B	protein-coding	multivesicular body subunit 12B	hsa04144[Endocytosis]	.
8986	RPS6KA4	MSK2|RSK-B|S6K-alpha-4	protein-coding	ribosomal protein S6 kinase A4	hsa04010[MAPK signaling pathway]&hsa04668[TNF signaling pathway]	.
89869	PLCZ1	NYD-SP27|PLC-zeta-1|PLCzeta|SPGF17	protein-coding	phospholipase C zeta 1	hsa00562[Inositol phosphate metabolism]&hsa01100[Metabolic pathways]&hsa04020[Calcium signaling pathway]&hsa04070[Phosphatidylinositol signaling system]&hsa04114[Oocyte meiosis]&hsa04919[Thyroid hormone signaling pathway]&hsa05131[Shigellosis]	hsa05131[Shigellosis]
8989	TRPA1	ANKTM1|FEPS|FEPS1	protein-coding	transient receptor potential cation channel subfamily A member 1	hsa04750[Inflammatory mediator regulation of TRP channels]	.
8991	SELENBP1	EHMTO|HEL-S-134P|LPSB|MTO|SBP56|SP56|hSBP	protein-coding	selenium binding protein 1	hsa00920[Sulfur metabolism]&hsa01100[Metabolic pathways]	.
89910	UBE3B	BPIDS|KOS	protein-coding	ubiquitin protein ligase E3B	hsa04120[Ubiquitin mediated proteolysis]	.
8992	ATP6V0E1	ATP6H|ATP6V0E|M9.2|Vma21|Vma21p	protein-coding	ATPase H+ transporting V0 subunit e1	hsa00190[Oxidative phosphorylation]&hsa01100[Metabolic pathways]&hsa04145[Phagosome]&hsa04721[Synaptic vesicle cycle]&hsa04966[Collecting duct acid secretion]&hsa05110[Vibrio cholerae infection]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05165[Human papillomavirus infection]&hsa05323[Rheumatoid arthritis]	hsa05110[Vibrio cholerae infection]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05165[Human papillomavirus infection]&hsa05323[Rheumatoid arthritis]
8994	LIMD1	.	protein-coding	LIM domains containing 1	hsa04390[Hippo signaling pathway]&hsa04392[Hippo signaling pathway - multiple species]	.
89941	RHOT2	ARHT2|C16orf39|MIRO-2|MIRO2|RASL	protein-coding	ras homolog family member T2	hsa04137[Mitophagy - animal]	.
8995	TNFSF18	AITRL|GITRL|TL6|TNLG2A|hGITRL	protein-coding	TNF superfamily member 18	hsa04060[Cytokine-cytokine receptor interaction]	.
89953	KLC4	KNSL8|bA387M24.3	protein-coding	kinesin light chain 4	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05132[Salmonella infection]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05132[Salmonella infection]
9	NAT1	AAC1|MNAT|NAT-1|NATI	protein-coding	N-acetyltransferase 1	hsa00232[Caffeine metabolism]&hsa00983[Drug metabolism - other enzymes]&hsa01100[Metabolic pathways]&hsa05204[Chemical carcinogenesis]	hsa05204[Chemical carcinogenesis]
90	ACVR1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI	protein-coding	activin A receptor type 1	hsa04060[Cytokine-cytokine receptor interaction]&hsa04350[TGF-beta signaling pathway]&hsa04550[Signaling pathways regulating pluripotency of stem cells]&hsa05418[Fluid shear stress and atherosclerosis]	hsa05418[Fluid shear stress and atherosclerosis]
900	CCNG1	CCNG	protein-coding	cyclin G1	hsa04115[p53 signaling pathway]&hsa05206[MicroRNAs in cancer]	hsa05206[MicroRNAs in cancer]
9001	HAP1	HAP2|HIP5|HLP|hHLP1	protein-coding	huntingtin associated protein 1	hsa04727[GABAergic synapse]&hsa05016[Huntington disease]	hsa05016[Huntington disease]
9002	F2RL3	PAR4	protein-coding	F2R like thrombin or trypsin receptor 3	hsa04015[Rap1 signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04610[Complement and coagulation cascades]&hsa04611[Platelet activation]&hsa05200[Pathways in cancer]	hsa05200[Pathways in cancer]
90075	ZNF30	KOX28	protein-coding	zinc finger protein 30	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
901	CCNG2	.	protein-coding	cyclin G2	hsa04068[FoxO signaling pathway]&hsa04115[p53 signaling pathway]	.
90161	HS6ST2	MRXSPM	protein-coding	heparan sulfate 6-O-sulfotransferase 2	hsa00534[Glycosaminoglycan biosynthesis - heparan sulfate / heparin]	.
9019	MPZL1	MPZL1b|PZR|PZR1b|PZRa|PZRb	protein-coding	myelin protein zero like 1	hsa04514[Cell adhesion molecules (CAMs)]	.
902	CCNH	CAK|CycH|p34|p37	protein-coding	cyclin H	hsa03022[Basal transcription factors]&hsa03420[Nucleotide excision repair]&hsa04110[Cell cycle]	.
9020	MAP3K14	FTDCR1B|HS|HSNIK|NIK	protein-coding	mitogen-activated protein kinase kinase kinase 14	hsa04010[MAPK signaling pathway]&hsa04064[NF-kappa B signaling pathway]&hsa04210[Apoptosis]&hsa04380[Osteoclast differentiation]&hsa04625[C-type lectin receptor signaling pathway]&hsa04660[T cell receptor signaling pathway]&hsa04668[TNF signaling pathway]&hsa04672[Intestinal immune network for IgA production]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]	hsa05120[Epithelial cell signaling in Helicobacter pylori infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]
